trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.2, 'e': 0.15735328210778965}",20,13,13.346160321845627,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.2, 'e': 0.15577974928671176}",20,6,-26.82303727347687,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
186,False,"{'a': 0.2, 'e': 0.15422195179384465}",20,5,-30.842161662723374,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
187,False,"{'a': 0.2, 'e': 0.1526797322759062}",25,20,12.12502789351668,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.15115293495314713}",20,12,16.295255516612833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.2, 'e': 0.14964140560361566}",20,12,7.032499424319094,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.2, 'e': 0.1481449915475795}",20,6,26.873965855300934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.2, 'e': 0.1466635416321037}",20,10,20.13245683511774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.2, 'e': 0.14519690621578268}",20,14,12.056328461264771,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.2, 'e': 0.14374493715362485}",20,0,-64.33298726218206,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
194,False,"{'a': 0.2, 'e': 0.1423074877820886}",25,0,37.742019478185355,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.2, 'e': 0.1408844129042677}",25,0,40.1294195080463,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.2, 'e': 0.13947556877522502}",20,10,5.836428891876489,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.13808081308747278}",20,14,13.293106465302273,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.13670000495659804}",20,5,4.888816842524953,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.2, 'e': 0.13533300490703207}",20,14,13.40839696506316,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.2, 'e': 0.13397967485796175}",20,16,6.763525719615672,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.13263987810938213}",20,11,-26.75541356458212,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.2, 'e': 0.1313134793282883}",20,9,2.270792288062946,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.2, 'e': 0.13000034453500542}",20,6,25.435382591051688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.2, 'e': 0.12870034108965536}",25,15,19.74330539080102,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.2, 'e': 0.12741333767875881}",30,20,11.19744611399395,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.2, 'e': 0.12613920430197123}",25,16,9.7477217245761,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.2, 'e': 0.12487781225895152}",20,0,29.25226914486787,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.2, 'e': 0.123629034136362}",20,11,13.37063094109706,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.2, 'e': 0.12239274379499838}",20,15,8.912070156698034,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.2, 'e': 0.1211688163570484}",25,16,18.007292707230963,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.2, 'e': 0.11995712819347792}",20,15,8.038726178149684,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.2, 'e': 0.11875755691154315}",25,2,31.567169323388192,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.2, 'e': 0.11756998134242772}",25,18,13.676322325987455,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.2, 'e': 0.11639428152900344}",20,13,16.95492877741642,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.11523033871371341}",25,19,10.597641015667357,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.2, 'e': 0.11407803532657627}",20,16,6.899273640344296,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.2, 'e': 0.11293725497331052}",20,14,10.097403255163222,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.2, 'e': 0.1118078824235774}",35,9,33.582400618118044,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.2, 'e': 0.11068980359934164}",20,5,-14.674957694249217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.2, 'e': 0.10958290556334822}",25,11,13.19339550077742,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.2, 'e': 0.10848707650771475}",20,8,1.6260604611369311,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.2, 'e': 0.1074022057426376}",25,17,15.434924981738295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.10632818368521123}",25,12,26.198117895507988,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.2, 'e': 0.10526490184835911}",20,8,1.6119847220227648,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.10421225282987552}",20,13,12.048829414989394,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.2, 'e': 0.10317013030157676}",20,12,15.951966968737992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.10213842899856099}",25,11,24.71504949525783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.2, 'e': 0.10111704470857538}",20,14,-1.925029930919526,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.2, 'e': 0.10010587426148963}",20,3,30.32325920943869,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.2, 'e': 0.09910481551887473}",30,19,22.1847364513156,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.2, 'e': 0.09811376736368599}",20,9,8.689278568385445,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.2, 'e': 0.09713262969004913}",20,6,25.18272526575606,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.09616130339314863}",30,16,-18.322481401299854,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
234,False,"{'a': 0.2, 'e': 0.09519969035921715}",20,0,20.742442728492357,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.2, 'e': 0.09424769345562498}",25,13,-18.093590155955237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
236,False,"{'a': 0.2, 'e': 0.09330521652106873}",30,13,-21.960871717308343,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
237,False,"{'a': 0.2, 'e': 0.09237216435585804}",25,16,18.010021774478673,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.2, 'e': 0.09144844271229946}",25,11,11.661057102277116,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.09053395828517646}",20,13,11.48327147832389,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.2, 'e': 0.08962861870232469}",20,12,12.194318873291653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.08873233251530144}",20,6,19.59779687827499,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.2, 'e': 0.08784500919014843}",20,9,19.380659563003107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.08696655909824694}",25,17,15.872741458732591,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.2, 'e': 0.08609689350726446}",25,10,22.720190347625007,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.2, 'e': 0.08523592457219181}",20,7,25.503166592835903,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.0843835653264699}",20,14,12.815260246105026,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.2, 'e': 0.0835397296732052}",20,6,27.44365332758907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.08270433237647315}",20,0,21.391881815046347,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
249,False,"{'a': 0.2, 'e': 0.08187728905270841}",20,12,17.0423538718048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.08105851616218133}",20,16,7.360022250730004,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.2, 'e': 0.08024793100055952}",30,15,15.484023203695827,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.07944545169055392}",20,11,14.630670473773732,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.07865099717364837}",30,18,21.48455208751333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.07786448720191189}",20,0,20.295745251574893,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
255,False,"{'a': 0.2, 'e': 0.07708584232989277}",30,18,18.799931089901214,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.07631498390659384}",20,10,5.802350527047124,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.2, 'e': 0.07555183406752791}",20,3,24.97581203792076,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.07479631572685264}",20,0,30.74896212723973,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.2, 'e': 0.07404835256958411}",25,13,21.985984663767763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.07330786904388827}",20,6,23.765579852023443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.07257479035344938}",25,13,12.495844653593332,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.07184904244991488}",20,14,11.872324850147177,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.07113055202541574}",20,5,20.998488130014085,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.07041924650516158}",30,16,25.064407265992838,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.2, 'e': 0.06971505404010997}",20,0,35.060599794972894,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.2, 'e': 0.06901790349970886}",20,9,22.977966841555606,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.2, 'e': 0.06832772446471178}",20,15,10.55006021793887,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.06764444722006466}",25,16,-3.08832208554708,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.066968002747864}",30,15,29.747332421974566,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.06629832272038537}",20,12,15.999721263346558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.06563533949318151}",30,3,31.58774347704519,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.06497898609824969}",25,5,29.70571232930005,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.0643291962372672}",20,0,28.528657462839366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.2, 'e': 0.06368590427489453}",25,13,0.48463062154319925,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.06304904523214558}",25,8,27.144526846324403,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.06241855477982412}",30,15,6.352312036239528,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
277,False,"{'a': 0.2, 'e': 0.06179436923202588}",30,20,19.95814366561069,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.06117642553970562}",20,10,18.67792316314111,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.06056466128430856}",30,13,7.159742696622853,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.05995901467146548}",30,18,13.679834027948402,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.05935942452475082}",25,18,12.866218621159943,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.058765830279503314}",20,6,-14.002578858557968,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
283,False,"{'a': 0.2, 'e': 0.05817817197670828}",25,8,31.780357976525757,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.057596390256941195}",20,9,10.392056786722748,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.05702042635437178}",30,16,2.748785025210454,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.05645022209082806}",30,16,26.185836511258447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.2, 'e': 0.05588571986991978}",20,11,16.182037520429372,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.2, 'e': 0.055326862671220584}",25,13,-19.632472026952954,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'a': 0.2, 'e': 0.05477359404450838}",20,11,-4.965253665944516,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
290,False,"{'a': 0.2, 'e': 0.054225858104063294}",30,17,25.095383534563247,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.2, 'e': 0.05368359952302266}",25,11,22.793820616654468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.053146763527792434}",35,27,15.967401900402866,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.052615295892514506}",30,24,12.749155783602955,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.052089142933589364}",20,10,18.477929194739282,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.05156825150425347}",25,15,21.614322668430887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.051052568989210935}",25,13,24.810609172148688,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.05054204329931883}",30,19,21.25245409925521,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.05003662286632564}",25,11,17.55273272311613,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.04953625663766238}",20,13,14.36688882138862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.04904089407128576}",20,7,24.477964803171837,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.2, 'e': 0.0485504851305729}",35,17,36.9520347197418,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.048064980279267165}",20,0,28.684697547314606,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.2, 'e': 0.04758433047647449}",25,16,18.356183993697428,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.04710848717170975}",35,17,29.490815062391608,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.04663740229999265}",20,13,0.1741925656733947,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.2, 'e': 0.04617102827699272}",20,6,26.12321893205731,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.045709317994222794}",25,11,22.381285198601873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.04525222481428057}",20,10,17.76519611229897,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.04479970256613776}",25,18,-12.354294485809191,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.04435170554047638}",20,8,23.519762991696123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.043908188485071616}",25,11,23.515954325551064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.0434691066002209}",20,13,14.60645914705346,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.04303441553421869}",20,8,-3.8719144511015875,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.0426040713788765}",20,9,19.704473114360304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.04217803066508773}",25,10,-10.407790969429184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
316,False,"{'a': 0.2, 'e': 0.04175625035843686}",20,15,11.965708501827141,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.2, 'e': 0.041338687854852486}",25,19,14.700454363415442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.04092530097630396}",25,15,19.50940512210121,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.2, 'e': 0.040516047966540916}",25,12,24.171216531697887,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.04011088748687551}",20,10,16.4518923135177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.2, 'e': 0.03970977861200675}",35,13,34.47825472043904,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.03931268082588668}",30,19,11.16995991137579,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.03891955401762781}",20,10,7.356180038117699,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.03853035847745153}",35,25,17.004690423265963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.03814505489267701}",30,7,37.947315141491174,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.03776360434375024}",25,10,26.249839302595923,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.03738596830031274}",25,14,19.62125011401252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.03701210861730961}",20,13,14.529356820331357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.03664198753113651}",25,6,32.56001307553628,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.036275567655825146}",20,12,16.07721202119892,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.03591281197926689}",30,20,16.358180232870016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.035553683859474224}",25,12,8.683938339568652,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.03519814702087948}",20,3,26.92965087957201,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.03484616555067068}",30,19,25.992043338019073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.034497703895163975}",20,2,28.521115684216976,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.03415272685621234}",25,17,17.146488382341268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.03381119958765021}",35,17,31.396248081788023,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.03347308759177371}",30,18,21.624673889990397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.03313835671585597}",20,6,26.442133000769275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.03280697314869741}",20,9,22.661355004825086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.032478903417210436}",25,13,26.633834424596742,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.032154114383038335}",20,13,12.849647806529681,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.2, 'e': 0.03183257323920795}",30,18,25.25480939561815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.03151424750681587}",20,13,14.088921758558984,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.03119910503174771}",25,8,32.26160580858384,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.030887113981430233}",25,18,1.7259029456484858,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.03057824284161593}",20,5,17.60844024455009,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.03027246041319977}",20,0,35.77851887101931,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.2, 'e': 0.029969735809067772}",30,14,28.685514236366192,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.029670038450977095}",20,14,-8.855571559524687,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.029373338066467324}",25,13,23.548045748314955,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.2, 'e': 0.02907960468580265}",20,14,11.39185032718055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.028788808638944622}",35,16,31.793221658004637,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.2, 'e': 0.028500920552555174}",20,6,23.94755916830273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.028215911347029624}",25,8,31.92752811561386,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.027933752233559327}",20,3,32.58685109507848,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.027654414711223735}",35,16,33.54978248878806,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.027377870564111496}",25,16,18.237317595545044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.027104091858470382}",20,12,15.261671418955927,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.026833050939885677}",20,8,22.71770800727173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.02656472043048682}",25,15,23.140664214765856,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.02629907322618195}",30,20,19.60063047727748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.026036082493920133}",25,0,43.89581233458308,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
364,False,"{'a': 0.2, 'e': 0.02577572166898093}",25,12,22.9826217098906,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.025517964452291122}",20,8,24.617853949052233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.02526278480776821}",25,11,22.295949079500012,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.025010156959690527}",30,12,36.87493121874367,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.02476005539009362}",20,3,30.70717609008322,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
